set_id,draw_order,semantic_control_indices,episodic_control_indices,semantic_control_labels,episodic_control_labels,mean_standardized_match_distance
255,episodic_first,43;205;140;202;84;198;61;237;19;299;279;153;156,28;200;74;342;2;300;175;323;86;208;146;273;54;221;30;285;317;336;230,L_6ma;R_SFL;L_TPOJ3;R_MT;L_a9-46v;R_V3B;L_d32;R_33pr;L_LO1;R_H;R_OP4;L_VMV3;L_FST,L_7Pm;R_LO2;L_45;R_VVC;L_V6;R_ProS;L_STSva;R_IP2;L_9a;R_7Pm;L_PFop;R_47s;L_6mp;R_7AL;L_POS1;R_PoI2;R_PH;R_FST;R_1,0.9259955441882641
256,semantic_first,83;296;18;273;75;350;70;210;60;334;355;121;101,80;180;113;221;151;218;12;228;109;274;145;331;24;235;166;309;205;336;288,L_46;R_AIP;L_V3B;R_47s;L_47l;R_p47r;L_9p;R_POS1;L_a24;R_PHA2;R_STSva;L_PeEc;L_OP2-3,L_IFSp;R_V1;L_FOP3;R_7AL;L_V6A;R_5L;L_V3A;R_VIP;L_Pir;R_LIPd;L_IP0;R_V6A;L_PSL;R_6v;L_PoI1;R_STSvp;R_SFL;R_FST;R_MI,1.0109109178809346
257,episodic_first,96;260;125;359;92;268;81;256;159;302;278;93;24,73;279;5;319;108;273;27;342;151;295;2;266;44;227;50;226;285;197;228,L_i6-8;R_IFSp;L_PHA1;R_p24;L_OFC;R_a10p;L_IFSa;R_a47r;L_VMV2;R_STGa;R_43;L_47s;L_PSL,L_44;R_OP4;L_V4;R_TPOJ2;L_MI;R_47s;L_STV;R_VVC;L_V6A;R_PFt;L_V6;R_9a;L_7Am;R_LIPv;L_1;R_7PC;R_PoI2;R_FFC;R_VIP,0.8609474965231227
258,semantic_first,136;275;79;338;164;198;116;250;1;245;293;75;53,145;347;104;269;167;355;48;195;140;185;12;309;166;319;128;308;296;294;261,L_PHT;R_6a;L_IFJp;R_LO3;L_s32;R_V3B;L_AIP;R_9p;L_MST;R_47m;R_FOP3;L_47l;L_6d,L_IP0;R_Ig;L_PFcm;R_10pp;L_Ig;R_STSva;L_VIP;R_V7;L_TPOJ3;R_V4;L_V3A;R_STSvp;L_PoI1;R_TPOJ2;L_STSdp;R_STSdp;R_AIP;R_FOP2;R_IFSa,0.9075746541849945
259,episodic_first,43;260;158;336;164;331;107;288;121;342;266;168;25,28;192;99;309;129;271;79;355;179;195;109;300;166;235;147;217;296;254;232,L_6ma;R_IFSp;L_LO3;R_FST;L_s32;R_V6A;L_FOP4;R_MI;L_PeEc;R_VVC;R_9a;L_FOP5;L_SFL,L_7Pm;R_V3A;L_OP4;R_STSvp;L_STSvp;R_13l;L_IFJp;R_STSva;L_p24;R_V7;L_Pir;R_ProS;L_PoI1;R_6v;L_PF;R_23c;R_AIP;R_45;R_3a,0.9118803098002076
260,semantic_first,70;260;178;348;20;251;170;253;153;342;320;82;25,55;192;104;300;94;198;175;309;59;228;27;347;74;328;66;234;225;358;217,L_9p;R_IFSp;L_a32pr;R_FOP5;L_LO2;R_10d;L_p47r;R_44;L_VMV3;R_VVC;R_TPOJ3;L_p9-46v;L_SFL,L_6v;R_V3A;L_PFcm;R_ProS;L_LIPd;R_V3B;L_STSva;R_STSvp;L_p32pr;R_VIP;L_STV;R_Ig;L_45;R_PFm;L_8Av;R_6mp;R_7PL;R_a32pr;R_23c,0.8610613066754212
261,episodic_first,39;317;158;271;93;186;81;257;19;306;278;91;114,9;254;98;195;79;339;138;309;12;260;109;319;38;233;54;232;205;181;229,L_24dd;R_PH;L_LO3;R_13l;L_47s;R_V8;L_IFSa;R_6r;L_LO1;R_PHA3;R_43;L_13l;L_FOP2,L_FEF;R_45;L_43;R_V7;L_IFJp;R_VMV2;L_TPOJ1;R_STSvp;L_V3A;R_IFSp;L_Pir;R_TPOJ2;L_5L;R_6d;L_6mp;R_3a;R_SFL;R_MST;R_MIP,0.8014558134937051
262,semantic_first,129;257;139;258;81;272;85;256;118;269;227;76;74,144;181;115;319;47;207;38;300;140;295;27;278;14;188;73;235;185;287;223,L_STSvp;R_6r;L_TPOJ2;R_IFJa;L_IFSa;R_OFC;L_9-46d;R_a47r;L_PreS;R_10pp;R_LIPv;L_a47r;L_45,L_IP1;R_MST;L_PFt;R_TPOJ2;L_LIPv;R_STV;L_5L;R_ProS;L_TPOJ3;R_PFt;L_STV;R_43;L_POS2;R_3b;L_44;R_6v;R_V4;R_FOP4;R_6ma,0.945468780217338
263,episodic_first,3;221;91;338;21;358;82;230;19;300;279;72;98,175;292;116;286;47;293;151;302;157;326;83;207;48;188;54;275;205;337;257,L_V2;R_7AL;L_13l;R_LO3;L_PIT;R_a32pr;L_p9-46v;R_1;L_LO1;R_ProS;R_OP4;L_8C;L_43,L_STSva;R_FOP1;L_AIP;R_TA2;L_LIPv;R_FOP3;L_V6A;R_STGa;L_V3CD;R_PFop;L_46;R_STV;L_VIP;R_3b;L_6mp;R_6a;R_SFL;R_V3CD;R_6r,0.9581521072658639
264,semantic_first,129;263;139;238;154;272;82;229;92;299;182;21;47,144;358;101;319;104;349;55;331;145;185;49;218;148;232;166;252;317;289;217,L_STSvp;R_46;L_TPOJ2;R_a24pr;L_PHA2;R_OFC;L_p9-46v;R_MIP;L_OFC;R_H;R_V6;L_PIT;L_LIPv,L_IP1;R_a32pr;L_OP2-3;R_TPOJ2;L_PFcm;R_p10p;L_6v;R_V6A;L_IP0;R_V4;L_MIP;R_5L;L_PFm;R_3a;L_PoI1;R_8C;R_PH;R_Pir;R_23c,0.9795555846286419
265,episodic_first,136;261;97;320;153;241;17;189;162;306;358;72;24,38;202;99;326;79;225;105;295;139;355;59;228;41;231;50;234;184;197;288,L_PHT;R_IFSa;L_s6-8;R_TPOJ3;L_VMV3;R_d32;L_FFC;R_FEF;L_VVC;R_PHA3;R_a32pr;L_8C;L_PSL,L_5L;R_MT;L_OP4;R_PFop;L_IFJp;R_7PL;L_PoI2;R_PFt;L_TPOJ2;R_STSva;L_p32pr;R_VIP;L_7AL;R_2;L_1;R_6mp;R_V3;R_FFC;R_MI,0.9652712143675157
266,semantic_first,66;185;179;245;76;350;3;317;91;195;325;168;100,83;347;38;355;143;269;24;218;175;221;108;251;129;228;48;308;288;258;217,L_8Av;R_V4;L_p24;R_47m;L_a47r;R_p47r;L_V2;R_PH;L_13l;R_V7;R_IP0;L_FOP5;L_OP1,L_46;R_Ig;L_5L;R_STSva;L_IP2;R_10pp;L_PSL;R_5L;L_STSva;R_7AL;L_MI;R_10d;L_STSvp;R_VIP;L_VIP;R_STSdp;R_MI;R_IFJa;R_23c,1.0459114658536766
267,episodic_first,57;261;155;348;19;190;67;253;61;195;349;92;177,49;182;76;269;167;342;146;344;2;266;139;274;36;188;128;224;205;320;235,L_33pr;R_IFSa;L_V4t;R_FOP5;L_LO1;R_PEF;L_8Ad;R_44;L_d32;R_V7;R_p10p;L_OFC;L_PI,L_MIP;R_V6;L_a47r;R_10pp;L_Ig;R_VVC;L_PFop;R_s32;L_V6;R_9a;L_TPOJ2;R_LIPd;L_5mv;R_3b;L_STSdp;R_7Am;R_SFL;R_TPOJ3;R_6v,0.9802374057991119
268,semantic_first,43;228;18;298;118;271;3;288;125;269;251;19;177,108;289;169;357;113;278;139;232;38;260;12;195;46;285;52;308;250;264;223,L_6ma;R_VIP;L_V3B;R_PreS;L_PreS;R_13l;L_V2;R_MI;L_PHA1;R_10pp;R_10d;L_LO1;L_PI,L_MI;R_Pir;L_p10p;R_PI;L_FOP3;R_43;L_TPOJ2;R_3a;L_5L;R_IFSp;L_V3A;R_V7;L_7PC;R_PoI2;L_3a;R_STSdp;R_9p;R_a9-46v;R_6ma,0.9609539767205493
269,episodic_first,86;266;122;305;21;238;39;249;19;286;278;61;169,46;349;129;309;157;250;38;302;79;291;146;323;30;295;54;226;235;336;275,L_9a;R_9a;L_STGa;R_PHA1;L_PIT;R_a24pr;L_24dd;R_8BL;L_LO1;R_TA2;R_43;L_d32;L_p10p,L_7PC;R_p10p;L_STSvp;R_STSvp;L_V3CD;R_9p;L_5L;R_STGa;L_IFJp;R_AAIC;L_PFop;R_IP2;L_POS1;R_PFt;L_6mp;R_7PC;R_6v;R_FST;R_6a,0.9382566505582581
270,semantic_first,39;205;17;350;84;268;52;355;159;243;198;93;76,55;180;5;207;145;245;2;302;108;319;15;325;44;346;43;232;217;271;308,L_24dd;R_SFL;L_FFC;R_p47r;L_a9-46v;R_a10p;L_3a;R_STSva;L_VMV2;R_p32;R_V3B;L_47s;L_a47r,L_6v;R_V1;L_V4;R_STV;L_IP0;R_47m;L_V6;R_STGa;L_MI;R_TPOJ2;L_V7;R_IP0;L_7Am;R_PoI1;L_6ma;R_3a;R_23c;R_13l;R_STSdp,0.9508355107542208
271,episodic_first,3;265;151;220;22;339;81;227;164;338;251;75;16,83;199;129;300;113;332;27;331;97;269;2;228;25;188;95;295;207;254;237,L_V2;R_9-46d;L_V6A;R_24dv;L_MT;R_VMV2;L_IFSa;R_LIPv;L_s32;R_LO3;R_10d;L_47l;L_IPS1,L_46;R_LO1;L_STSvp;R_ProS;L_FOP3;R_VMV1;L_STV;R_V6A;L_s6-8;R_10pp;L_V6;R_VIP;L_SFL;R_3b;L_6a;R_PFt;R_STV;R_45;R_33pr,0.875992472913778
272,semantic_first,136;263;152;271;82;274;11;249;121;238;198;75;78,128;268;169;259;156;325;38;250;179;309;18;273;47;233;54;205;323;336;257,L_PHT;R_46;L_VMV1;R_13l;L_p9-46v;R_LIPd;L_55b;R_8BL;L_PeEc;R_a24pr;R_V3B;L_47l;L_IFJa,L_STSdp;R_a10p;L_p10p;R_IFJp;L_FST;R_IP0;L_5L;R_9p;L_p24;R_STSvp;L_V3B;R_47s;L_LIPv;R_6d;L_6mp;R_SFL;R_IP2;R_FST;R_6r,0.818049787667968
273,episodic_first,12;259;169;273;21;238;81;249;164;291;355;90;114,108;347;129;208;24;332;94;286;139;323;28;269;48;252;52;217;266;199;233,L_V3A;R_IFJp;L_p10p;R_47s;L_PIT;R_a24pr;L_IFSa;R_8BL;L_s32;R_AAIC;R_STSva;L_11l;L_FOP2,L_MI;R_Ig;L_STSvp;R_7Pm;L_PSL;R_VMV1;L_LIPd;R_TA2;L_TPOJ2;R_IP2;L_7Pm;R_10pp;L_VIP;R_8C;L_3a;R_23c;R_9a;R_LO1;R_6d,0.9357908807795718
274,semantic_first,96;295;125;197;154;198;69;275;155;345;355;75;24,80;349;90;261;167;286;79;300;38;357;86;227;3;308;141;188;235;316;208,L_i6-8;R_PFt;L_PHA1;R_FFC;L_PHA2;R_V3B;L_8BL;R_6a;L_V4t;R_pOFC;R_STSva;L_47l;L_PSL,L_IFSp;R_p10p;L_11l;R_IFSa;L_Ig;R_TA2;L_IFJp;R_ProS;L_5L;R_PI;L_9a;R_LIPv;L_V2;R_STSdp;L_DVT;R_3b;R_6v;R_PHT;R_7Pm,0.989650148142461
275,episodic_first,166;227;40;305;61;199;69;296;89;334;218;118;107,38;287;169;266;18;325;55;326;113;195;167;274;53;221;77;285;225;241;288,L_PoI1;R_LIPv;L_24dv;R_PHA1;L_d32;R_LO1;L_8BL;R_AIP;L_10pp;R_PHA2;R_5L;L_PreS;L_FOP4,L_5L;R_FOP4;L_p10p;R_9a;L_V3B;R_IP0;L_6v;R_PFop;L_FOP3;R_V7;L_Ig;R_LIPd;L_6d;R_7AL;L_6r;R_PoI2;R_7PL;R_d32;R_MI,0.98002719446429
276,semantic_first,128;291;140;337;89;200;72;229;164;299;207;81;24,2;294;71;300;94;306;175;251;83;228;18;349;129;230;9;194;257;264;205,L_STSdp;R_AAIC;L_TPOJ3;R_V3CD;L_10pp;R_LO2;L_8C;R_MIP;L_s32;R_H;R_STV;L_IFSa;L_PSL,L_V6;R_FOP2;L_10d;R_ProS;L_LIPd;R_PHA3;L_STSva;R_10d;L_46;R_VIP;L_V3B;R_p10p;L_STSvp;R_1;L_FEF;R_POS2;R_6r;R_a9-46v;R_SFL,0.988519259403081
277,episodic_first,40;317;140;239;76;305;71;227;60;334;273;11;98,37;281;78;221;24;251;49;357;18;232;151;326;156;208;9;224;278;202;296,L_24dv;R_PH;L_TPOJ3;R_p32pr;L_a47r;R_PHA1;L_10d;R_LIPv;L_a24;R_PHA2;R_47s;L_55b;L_43,L_23c;R_OP2-3;L_IFJa;R_7AL;L_PSL;R_10d;L_MIP;R_PI;L_V3B;R_3a;L_V6A;R_PFop;L_FST;R_7Pm;L_FEF;R_7Am;R_43;R_MT;R_AIP,0.9134236002549669
278,semantic_first,86;275;158;239;121;338;40;256;155;342;218;168;98,73;336;129;235;113;347;139;344;17;195;167;207;141;257;49;228;253;279;184,L_9a;R_6a;L_LO3;R_p32pr;L_PeEc;R_LO3;L_24dv;R_a47r;L_V4t;R_VVC;R_5L;L_FOP5;L_43,L_44;R_FST;L_STSvp;R_6v;L_FOP3;R_Ig;L_TPOJ2;R_s32;L_FFC;R_V7;L_Ig;R_STV;L_DVT;R_6r;L_MIP;R_VIP;R_44;R_OP4;R_V3,0.9868654489702475
279,episodic_first,144;275;97;337;154;271;70;288;153;274;195;92;38,77;292;91;185;145;238;94;357;15;309;167;347;50;296;129;285;317;258;221,L_IP1;R_6a;L_s6-8;R_V3CD;L_PHA2;R_13l;L_9p;R_MI;L_VMV3;R_LIPd;R_V7;L_OFC;L_5L,L_6r;R_FOP1;L_13l;R_V4;L_IP0;R_a24pr;L_LIPd;R_PI;L_V7;R_STSvp;L_Ig;R_Ig;L_1;R_AIP;L_STSvp;R_PoI2;R_PH;R_IFJa;R_7AL,0.9094580192855303
280,semantic_first,66;259;89;201;65;298;81;255;91;338;182;69;100,83;358;53;232;27;274;2;285;45;317;139;207;47;185;49;308;227;337;184,L_8Av;R_IFJp;L_10pp;R_PIT;L_47m;R_PreS;L_IFSa;R_47l;L_13l;R_LO3;R_V6;L_8BL;L_OP1,L_46;R_a32pr;L_6d;R_3a;L_STV;R_LIPd;L_V6;R_PoI2;L_7PL;R_PH;L_TPOJ2;R_STV;L_LIPv;R_V4;L_MIP;R_STSdp;R_LIPv;R_V3CD;R_V3,0.9991407378477726
281,episodic_first,3;277;140;202;84;348;57;266;164;297;325;16;99,59;349;78;251;47;245;175;319;97;260;2;198;36;226;144;296;288;292;237,L_V2;R_s6-8;L_TPOJ3;R_MT;L_a9-46v;R_FOP5;L_33pr;R_9a;L_s32;R_EC;R_IP0;L_IPS1;L_OP4,L_p32pr;R_p10p;L_IFJa;R_10d;L_LIPv;R_47m;L_STSva;R_TPOJ2;L_s6-8;R_IFSp;L_V6;R_V3B;L_5mv;R_7PC;L_IP1;R_AIP;R_MI;R_FOP1;R_33pr,0.9776434825243538
282,semantic_first,141;227;109;359;91;245;67;257;20;273;251;16;169,145;268;3;269;38;198;2;266;17;309;175;228;129;217;77;328;278;336;229,L_DVT;R_LIPv;L_Pir;R_p24;L_13l;R_47m;L_8Ad;R_6r;L_LO2;R_47s;R_10d;L_IPS1;L_p10p,L_IP0;R_a10p;L_V2;R_10pp;L_5L;R_V3B;L_V6;R_9a;L_FFC;R_STSvp;L_STSva;R_VIP;L_STSvp;R_23c;L_6r;R_PFm;R_43;R_FST;R_MIP,0.9478938440724751
283,episodic_first,141;208;15;201;1;339;85;255;91;297;274;169;74,108;199;16;266;146;300;151;285;79;221;70;293;3;234;8;224;257;268;253,L_DVT;R_7Pm;L_V7;R_PIT;L_MST;R_VMV2;L_9-46d;R_47l;L_13l;R_EC;R_LIPd;L_p10p;L_45,L_MI;R_LO1;L_IPS1;R_9a;L_PFop;R_ProS;L_V6A;R_PoI2;L_IFJp;R_7AL;L_9p;R_FOP3;L_V2;R_6mp;L_3b;R_7Am;R_6r;R_a10p;R_44,0.987934751621724
284,semantic_first,70;237;158;337;126;190;17;184;61;339;251;78;99,36;284;104;326;79;300;145;221;80;274;38;196;5;257;8;194;205;197;187,L_9p;R_33pr;L_LO3;R_V3CD;L_PHA3;R_PEF;L_FFC;R_V3;L_d32;R_VMV2;R_10d;L_IFJa;L_OP4,L_5mv;R_PFcm;L_PFcm;R_PFop;L_IFJp;R_ProS;L_IP0;R_7AL;L_IFSp;R_LIPd;L_5L;R_IPS1;L_V4;R_6r;L_3b;R_POS2;R_SFL;R_FFC;R_4,1.0445401426415222
285,episodic_first,52;205;158;268;22;186;67;210;154;299;207;75;100,27;254;78;326;157;342;97;285;151;261;79;355;166;252;95;235;221;264;257,L_3a;R_SFL;L_LO3;R_a10p;L_MT;R_V8;L_8Ad;R_POS1;L_PHA2;R_H;R_STV;L_47l;L_OP1,L_STV;R_45;L_IFJa;R_PFop;L_V3CD;R_VVC;L_s6-8;R_PoI2;L_V6A;R_IFSa;L_IFJp;R_STSva;L_PoI1;R_8C;L_6a;R_6v;R_7AL;R_a9-46v;R_6r,0.8633836480028536
286,semantic_first,96;227;111;350;153;255;3;288;92;301;207;168;177,175;281;129;259;94;225;151;295;146;266;167;300;38;252;44;285;296;254;257,L_i6-8;R_LIPv;L_AAIC;R_p47r;L_VMV3;R_47l;L_V2;R_MI;L_OFC;R_PeEc;R_STV;L_FOP5;L_PI,L_STSva;R_OP2-3;L_STSvp;R_IFJp;L_LIPd;R_7PL;L_V6A;R_PFt;L_PFop;R_9a;L_Ig;R_ProS;L_5L;R_8C;L_7Am;R_PoI2;R_AIP;R_45;R_6r,0.9016069995998152
287,episodic_first,80;263;60;336;20;301;71;210;19;300;325;11;156,28;192;47;225;167;198;143;274;157;326;175;293;48;233;51;224;189;202;188,L_IFSp;R_46;L_a24;R_FST;L_LO2;R_PeEc;L_10d;R_POS1;L_LO1;R_ProS;R_IP0;L_55b;L_FST,L_7Pm;R_V3A;L_LIPv;R_7PL;L_Ig;R_V3B;L_IP2;R_LIPd;L_V3CD;R_PFop;L_STSva;R_FOP3;L_VIP;R_6d;L_2;R_7Am;R_FEF;R_MT;R_3b,0.8670884441507871
288,semantic_first,39;266;89;241;164;197;57;230;118;332;355;76;112,38;349;101;208;98;198;167;225;12;300;140;326;8;275;77;253;221;264;319,L_24dd;R_9a;L_10pp;R_d32;L_s32;R_FFC;L_33pr;R_1;L_PreS;R_VMV1;R_STSva;L_a47r;L_FOP1,L_5L;R_p10p;L_OP2-3;R_7Pm;L_43;R_V3B;L_Ig;R_7PL;L_V3A;R_ProS;L_TPOJ3;R_PFop;L_3b;R_6a;L_6r;R_44;R_7AL;R_a9-46v;R_TPOJ2,0.977490875240347
289,episodic_first,39;291;159;190;11;320;116;254;153;333;347;81;90,36;279;53;195;169;215;139;207;145;309;28;225;3;253;37;226;266;197;227,L_24dd;R_AAIC;L_VMV2;R_PEF;L_55b;R_TPOJ3;L_AIP;R_45;L_VMV3;R_VMV3;R_Ig;L_IFSa;L_11l,L_5mv;R_OP4;L_6d;R_V7;L_p10p;R_5m;L_TPOJ2;R_STV;L_IP0;R_STSvp;L_7Pm;R_7PL;L_V2;R_44;L_23c;R_7PC;R_9a;R_FFC;R_LIPv,0.9477148719588505
290,semantic_first,52;259;157;272;121;331;76;227;61;305;198;75;4,128;215;98;319;129;357;48;326;108;309;94;266;14;224;9;252;205;268;346,L_3a;R_IFJp;L_V3CD;R_OFC;L_PeEc;R_V6A;L_a47r;R_LIPv;L_d32;R_PHA1;R_V3B;L_47l;L_V3,L_STSdp;R_5m;L_43;R_TPOJ2;L_STSvp;R_PI;L_VIP;R_PFop;L_MI;R_STSvp;L_LIPd;R_9a;L_POS2;R_7Am;L_FEF;R_8C;R_SFL;R_a10p;R_PoI1,0.9010718089639342
291,episodic_first,66;221;89;337;92;197;71;230;6;195;347;118;143,128;281;99;225;108;339;18;357;59;317;94;325;141;208;49;231;253;336;275,L_8Av;R_7AL;L_10pp;R_V3CD;L_OFC;R_FFC;L_10d;R_1;L_V8;R_V7;R_Ig;L_PreS;L_IP2,L_STSdp;R_OP2-3;L_OP4;R_7PL;L_MI;R_VMV2;L_V3B;R_PI;L_p32pr;R_PH;L_LIPd;R_IP0;L_DVT;R_7Pm;L_MIP;R_2;R_44;R_FST;R_6a,0.9385676616024403
292,semantic_first,66;296;164;264;6;251;72;256;35;344;317;118;156,144;180;113;195;24;273;38;228;179;235;139;293;47;226;50;185;323;350;285,L_8Av;R_AIP;L_s32;R_a9-46v;L_V8;R_10d;L_8C;R_a47r;L_5m;R_s32;R_PH;L_PreS;L_FST,L_IP1;R_V1;L_FOP3;R_V7;L_PSL;R_47s;L_5L;R_VIP;L_p24;R_6v;L_TPOJ2;R_FOP3;L_LIPv;R_7PC;L_1;R_V4;R_IP2;R_p47r;R_PoI2,0.9441671257042292
293,episodic_first,72;291;15;349;88;350;107;220;21;305;325;90;156,45;347;91;295;79;331;59;344;17;342;94;228;53;357;9;224;253;320;296,L_8C;R_AAIC;L_V7;R_p10p;L_a10p;R_p47r;L_FOP4;R_24dv;L_PIT;R_PHA1;R_IP0;L_11l;L_FST,L_7PL;R_Ig;L_13l;R_PFt;L_IFJp;R_V6A;L_p32pr;R_s32;L_FFC;R_VVC;L_LIPd;R_VIP;L_6d;R_PI;L_FEF;R_7Am;R_44;R_TPOJ3;R_AIP,1.0007703753065358
294,semantic_first,73;291;89;272;20;201;70;196;21;334;317;121;177,128;294;71;326;48;207;175;300;179;323;80;229;156;285;66;296;278;289;237,L_44;R_AAIC;L_10pp;R_OFC;L_LO2;R_PIT;L_9p;R_IPS1;L_PIT;R_PHA2;R_PH;L_PeEc;L_PI,L_STSdp;R_FOP2;L_10d;R_PFop;L_VIP;R_STV;L_STSva;R_ProS;L_p24;R_IP2;L_IFSp;R_MIP;L_FST;R_PoI2;L_8Av;R_AIP;R_43;R_Pir;R_33pr,0.8660312479747242
295,episodic_first,59;256;91;251;20;245;71;237;117;301;278;121;24,55;279;74;208;104;357;113;269;27;317;140;198;41;231;77;327;319;294;188,L_p32pr;R_a47r;L_13l;R_10d;L_LO2;R_47m;L_10d;R_33pr;L_EC;R_PeEc;R_43;L_PeEc;L_PSL,L_6v;R_OP4;L_45;R_7Pm;L_PFcm;R_PI;L_FOP3;R_10pp;L_STV;R_PH;L_TPOJ3;R_V3B;L_7AL;R_2;L_6r;R_PF;R_TPOJ2;R_FOP2;R_3b,1.0003876591806842
296,semantic_first,83;266;179;245;71;198;82;237;89;195;225;96;99,2;316;3;251;101;207;145;185;79;260;94;208;43;229;73;233;257;268;252,L_46;R_9a;L_p24;R_47m;L_10d;R_V3B;L_p9-46v;R_33pr;L_10pp;R_V7;R_7PL;L_i6-8;L_OP4,L_V6;R_PHT;L_V2;R_10d;L_OP2-3;R_STV;L_IP0;R_V4;L_IFJp;R_IFSp;L_LIPd;R_7Pm;L_6ma;R_MIP;L_44;R_6d;R_6r;R_a10p;R_8C,0.9377213952513868
297,episodic_first,39;260;164;298;91;273;178;184;58;302;274;1;177,46;292;71;250;145;225;2;286;79;300;12;207;141;323;50;285;355;264;253,L_24dd;R_IFSp;L_s32;R_PreS;L_13l;R_47s;L_a32pr;R_V3;L_a24pr;R_STGa;R_LIPd;L_MST;L_PI,L_7PC;R_FOP1;L_10d;R_9p;L_IP0;R_7PL;L_V6;R_TA2;L_IFJp;R_ProS;L_V3A;R_STV;L_DVT;R_IP2;L_1;R_PoI2;R_STSva;R_a9-46v;R_44,0.871238752897684
298,semantic_first,129;260;97;239;92;238;71;256;22;291;279;61;78,128;294;104;261;5;357;24;319;175;269;80;274;46;188;37;285;250;201;321,L_STSvp;R_IFSp;L_s6-8;R_p32pr;L_OFC;R_a24pr;L_10d;R_a47r;L_MT;R_AAIC;R_OP4;L_d32;L_IFJa,L_STSdp;R_FOP2;L_PFcm;R_IFSa;L_V4;R_PI;L_PSL;R_TPOJ2;L_STSva;R_10pp;L_IFSp;R_LIPd;L_7PC;R_3b;L_23c;R_PoI2;R_9p;R_PIT;R_DVT,0.9360692444873696
299,episodic_first,28;265;157;264;1;190;82;288;117;198;316;168;99,146;336;47;326;2;358;108;251;12;185;175;323;166;224;30;328;325;219;235,L_7Pm;R_9-46d;L_V3CD;R_a9-46v;L_MST;R_PEF;L_p9-46v;R_MI;L_EC;R_V3B;R_PHT;L_FOP5;L_OP4,L_PFop;R_FST;L_LIPv;R_PFop;L_V6;R_a32pr;L_MI;R_10d;L_V3A;R_V4;L_STSva;R_IP2;L_PoI1;R_7Am;L_POS1;R_PFm;R_IP0;R_24dd;R_6v,0.9384013325059286
300,semantic_first,40;295;58;272;20;238;70;358;71;298;274;121;0,48;183;114;286;129;357;157;302;80;228;28;207;137;188;66;308;221;192;230,L_24dv;R_PFt;L_a24pr;R_OFC;L_LO2;R_a24pr;L_9p;R_a32pr;L_10d;R_PreS;R_LIPd;L_PeEc;L_V1,L_VIP;R_V2;L_FOP2;R_TA2;L_STSvp;R_PI;L_V3CD;R_STGa;L_IFSp;R_VIP;L_7Pm;R_STV;L_PH;R_3b;L_8Av;R_STSdp;R_7AL;R_V3A;R_1,1.0253218366606582
301,episodic_first,166;221;109;239;164;289;67;205;155;345;331;19;3,28;284;114;251;115;273;94;266;86;263;2;320;37;233;74;217;250;254;235,L_PoI1;R_7AL;L_Pir;R_p32pr;L_s32;R_Pir;L_8Ad;R_SFL;L_V4t;R_pOFC;R_V6A;L_LO1;L_V2,L_7Pm;R_PFcm;L_FOP2;R_10d;L_PFt;R_47s;L_LIPd;R_9a;L_9a;R_46;L_V6;R_TPOJ3;L_23c;R_6d;L_45;R_23c;R_9p;R_45;R_6v,1.0558993607295388
302,semantic_first,57;317;97;336;126;238;81;349;117;243;227;88;112,129;215;104;295;108;198;55;251;140;218;18;207;37;205;41;194;184;289;230,L_33pr;R_PH;L_s6-8;R_FST;L_PHA3;R_a24pr;L_IFSa;R_p10p;L_EC;R_p32;R_LIPv;L_a10p;L_FOP1,L_STSvp;R_5m;L_PFcm;R_PFt;L_MI;R_V3B;L_6v;R_10d;L_TPOJ3;R_5L;L_V3B;R_STV;L_23c;R_SFL;L_7AL;R_POS2;R_V3;R_Pir;R_1,1.0081785229699198
303,episodic_first,96;228;89;268;1;190;39;316;71;238;251;6;90,143;182;115;185;24;245;2;357;59;266;108;227;30;232;128;218;257;220;260,L_i6-8;R_VIP;L_10pp;R_a10p;L_MST;R_PEF;L_24dd;R_PHT;L_10d;R_a24pr;R_10d;L_V8;L_11l,L_IP2;R_V6;L_PFt;R_V4;L_PSL;R_47m;L_V6;R_PI;L_p32pr;R_9a;L_MI;R_LIPv;L_POS1;R_3a;L_STSdp;R_5L;R_6r;R_24dv;R_IFSp,0.9799624046888917
304,semantic_first,72;263;79;289;154;200;178;288;91;238;355;61;101,12;358;98;319;145;207;80;342;59;225;146;317;3;285;77;234;252;239;184,L_8C;R_46;L_IFJp;R_Pir;L_PHA2;R_LO2;L_a32pr;R_MI;L_13l;R_a24pr;R_STSva;L_d32;L_OP2-3,L_V3A;R_a32pr;L_43;R_TPOJ2;L_IP0;R_STV;L_IFSp;R_VVC;L_p32pr;R_7PL;L_PFop;R_PH;L_V2;R_PoI2;L_6r;R_6mp;R_8C;R_p32pr;R_V3,0.942295393891484
305,episodic_first,105;256;139;349;159;305;136;358;169;243;185;78;16,55;294;129;266;5;357;2;195;113;228;175;288;74;253;46;188;229;337;232,L_PoI2;R_a47r;L_TPOJ2;R_p10p;L_VMV2;R_PHA1;L_PHT;R_a32pr;L_p10p;R_p32;R_V4;L_IFJa;L_IPS1,L_6v;R_FOP2;L_STSvp;R_9a;L_V4;R_PI;L_V6;R_V7;L_FOP3;R_VIP;L_STSva;R_MI;L_45;R_44;L_7PC;R_3b;R_MIP;R_V3CD;R_3a,0.9577113255177485
